id,city,lat,lng,country,capital
35442,Raesfeld,51.7667,6.8333,Germany,
35443,Platteville,42.728,-90.4681,United States,
35444,Elgóibar,43.2142,-2.4169,Spain,
35445,Darnétal,49.4447,1.1511,France,
35446,Kusugal,15.3667,75.2167,India,
35447,Ross on Wye,51.914,-2.587,United Kingdom,
35448,Campo Alegre,-26.1928,-49.2658,Brazil,
35449,Óbidos,39.3581,-9.1578,Portugal,0
35450,Vlašim,49.7064,14.8989,Czechia,
35451,Étaples,50.5178,1.6406,France,
35452,Bullas,38.0497,-1.6706,Spain,
35453,Arataca,-15.2628,-39.4139,Brazil,
35454,Richmond,29.5824,-95.7563,United States,
35455,Jacó,9.62,-84.6044,Costa Rica,
35456,Lansing,42.5667,-76.5316,United States,
35457,Ambatofisaka II,-20.0833,47.9,Madagascar,
35458,Singhāna,27.98,75.8,India,
35459,Pontiac,40.8894,-88.6409,United States,
35460,Kundurpi,14.2833,77.0333,India,
35461,Brejinho,-6.1908,-35.3569,Brazil,
35462,Ārambākkam,13.5258,80.071,India,
35463,Ghogaon,21.91,75.7,India,
35464,Vasylkivka,48.2084,36.0253,Ukraine,
35465,Gardnerville Ranchos,38.8957,-119.7492,United States,
35466,Srikrishnapur,22.9717,88.0351,India,
35467,Wetherby,53.9276,-1.3839,United Kingdom,
35468,Sulebhāvi,15.88,74.56,India,
35469,Englefield Green,51.4301,-0.5699,United Kingdom,
35470,Hollabrunn,48.5667,16.0833,Austria,0
35471,Góra,51.6667,16.55,Poland,0
35472,São João do Manhuaçu,-20.3939,-42.1508,Brazil,
35473,Stokke,59.24,10.2708,Norway,
35474,Puente Nacional,5.8833,-73.6833,Colombia,0
35475,Dolores,17.649,120.7103,Philippines,
35476,Maghra,25.1903,85.4921,India,
35477,Lwakhakha,0.7967,34.3781,Uganda,
35478,Krujë,41.5,19.8,Albania,
35479,Aesch,47.4694,7.5942,Switzerland,
35480,Rājghāt Garail,25.7618,87.2126,India,
35481,Pachauth,25.576,86.8083,India,
35482,Sinzheim,48.7619,8.1669,Germany,
35483,Padiham,53.797,-2.311,United Kingdom,
35484,Bajestān,34.5164,58.1844,Iran,0
35485,Ban Mae Kham Lang Wat,20.2225,99.8561,Thailand,
35486,Lundazi,-12.3,33.1833,Zambia,
35487,Namli,23.4612,75.0604,India,
35488,Wolmirstedt,52.2519,11.6297,Germany,
35489,Ballston,42.9542,-73.8794,United States,
35490,Bordentown,40.142,-74.7098,United States,
35491,Ambohimahasoa,-21.1064,47.2161,Madagascar,
35492,Briançon,44.8958,6.635,France,0
35493,Elk City,35.3862,-99.4301,United States,
35494,Kalakada,13.8167,78.8,India,
35495,Peiting,47.8,10.9333,Germany,
35496,River Forest,41.895,-87.8194,United States,
35497,Bāra,25.9286,86.5237,India,
35498,Raubling,47.7881,12.1047,Germany,
35499,Kopervik,59.2801,5.3016,Norway,0
35500,Magdagachi,53.45,125.8,Russia,
35501,Colares,-0.9369,-48.2819,Brazil,
35502,Saint-Cyprien,42.6181,3.0064,France,
35503,Goasi,25.7643,87.4155,India,
35504,Trinidad,5.4089,-71.6622,Colombia,0
35505,Vauvert,43.6933,4.2761,France,
35506,Isaszeg,47.5333,19.4,Hungary,
35507,Pimenteiras,-6.245,-41.4189,Brazil,
35508,Bonito de Santa Fé,-7.3128,-38.515,Brazil,
35509,Zhetibay,43.5942,52.0789,Kazakhstan,
35510,Río Colorado,-38.9908,-64.0958,Argentina,
35511,Markham,41.6,-87.6904,United States,
35512,Nemyriv,48.9794,28.8439,Ukraine,0
35513,Missões,-14.8839,-44.0908,Brazil,
35514,Biri,12.6667,124.3833,Philippines,
35515,Querência do Norte,-23.0839,-53.4839,Brazil,
35516,Velké Meziříčí,49.3553,16.0123,Czechia,
35517,Sonwān,25.6258,86.2161,India,
35518,Orchha,25.35,78.64,India,
35519,Deutschlandsberg,46.8161,15.215,Austria,0
35520,Harsum,52.2054,9.96,Germany,
35521,Gräfenhainichen,51.7167,12.4333,Germany,
35522,Sint Anthonis,51.6258,5.8811,Netherlands,0
35523,Nagar Nahusa,25.3959,85.3431,India,
35524,Rengāli,21.646,84.0531,India,
35525,Salkhua,25.6677,86.6002,India,
35526,Matca,45.85,27.5333,Romania,
35527,Leidschendam,52.0833,4.4,Netherlands,0
35528,Al M’aziz,33.6667,-6.3167,Morocco,
35529,Yamkanmardi,16.29,74.6,India,
35530,Telwa,26.0877,86.517,India,
35531,Vakhrusheve,48.1667,38.8333,Ukraine,
35532,Varadarājampettai,11.3553,79.4186,India,
35533,Elwood,40.8462,-73.3389,United States,
35534,Macusani,-14.0692,-70.4311,Peru,
35535,Walldürn,49.5831,9.3681,Germany,
35536,Satyavedu,13.437,79.956,India,
35537,Mierlo,51.4411,5.6194,Netherlands,
35538,Hoeilaart,50.7667,4.4667,Belgium,
35539,Pike Creek Valley,39.7294,-75.6989,United States,
35540,Rāyavaram,17.183,81.7,India,
35541,Shanmukhasundarapuram,10.0065,77.5982,India,
35542,Candelaria,10.4592,-74.8806,Colombia,0
35543,Mountain Top,41.1353,-75.9045,United States,
35544,Manabo,17.4331,120.7048,Philippines,
35545,Devanakavundanūr,11.5048,77.8383,India,
35546,Tamezmout,30.8075,-6.1142,Morocco,
35547,Lamosina,-21.64,46.8989,Madagascar,
35548,Conceição do Castelo,-20.3678,-41.2439,Brazil,
35549,Amherst,42.8706,-71.6068,United States,
35550,Durbuy,50.3522,5.4563,Belgium,
35551,Sääminki,61.8675,28.8786,Finland,
35552,Pacoti,-4.225,-38.9228,Brazil,
35553,Ghanpur,17.4989,78.2225,India,
35554,El Ançor,35.6833,-0.8667,Algeria,
35555,Patera,23.996,79.6837,India,
35556,Mangalam,12.3298,79.179,India,
35557,Plymouth,41.6642,-73.0263,United States,
35558,Yāllūru,15.3063,78.4559,India,
35559,Kasempa,-13.455,25.835,Zambia,
35560,Richfield,43.2372,-88.2413,United States,
35561,Lower Burrell,40.5818,-79.7141,United States,
35562,Masanasa,39.4083,-0.3989,Spain,
35563,Bistān,21.6979,75.6657,India,
35564,Prymorsk,46.7353,36.3473,Ukraine,0
35565,Isaka,-21.15,47,Madagascar,
35566,Altdorf,48.5667,12.1167,Germany,
35567,Santa Comba Dão,40.4,-8.1167,Portugal,0
35568,Geisenfeld,48.6667,11.6,Germany,
35569,Sirgora,22.2063,78.8832,India,
35570,St. Peter,44.3295,-93.9658,United States,
35571,Kamiita,34.1213,134.4049,Japan,
35572,Motegi,36.5321,140.1876,Japan,
35573,Sablan,16.4967,120.4875,Philippines,
35574,Norton,41.0294,-81.6461,United States,
35575,Nossa Senhora dos Milagres,-12.87,-39.8589,Brazil,
35576,Heerlerbaan,50.8692,6.0103,Netherlands,
35577,Stelle,53.3667,10.1167,Germany,
35578,Dérassi,10.1667,3.2667,Benin,
35579,South Yarmouth,41.6692,-70.2005,United States,
35580,Somerset,37.0834,-84.6109,United States,
35581,Seven Hills,41.3803,-81.6736,United States,
35582,Melsele,51.2209,4.2815,Belgium,
35583,Rakhwāri,26.3603,86.2882,India,
35584,Campos del Puerto,39.4306,3.0194,Spain,
35585,Somavārappatti,10.6779,77.2131,India,
35586,Ubaí,-16.285,-44.7778,Brazil,
35587,Mena,51.5167,32.2167,Ukraine,
35588,Dolinsk,47.3167,142.8,Russia,
35589,Gouvêa,-18.4539,-43.7408,Brazil,
35590,Laredo,43.4144,-3.41,Spain,
35591,Befotaka,-17.0839,48.9667,Madagascar,
35592,Oliva,-32.0333,-63.5667,Argentina,0
35593,Aniche,50.33,3.2511,France,
35594,Billerbeck,51.9792,7.295,Germany,
35595,Jiwachhpur,26.312,87.0405,India,
35596,Mitai,32.7117,131.3077,Japan,
35597,Pāpireddippatti,11.914,78.3675,India,
35598,Koori,37.8547,140.5207,Japan,
35599,Frenštát pod Radhoštěm,49.5483,18.2108,Czechia,
35600,Minabe,33.7725,135.3206,Japan,
35601,Bucyrus,40.8054,-82.9719,United States,
35602,Muzaffarnagar,29.482,77.7,India,
35603,Sandy,41.1447,-78.7295,United States,
35604,Gander,48.9569,-54.6089,Canada,
35605,East Glenville,42.8648,-73.9256,United States,
35606,Bālakrishnanpatti,11.2511,78.4736,India,
35607,Mūdashedde,12.93,74.88,India,
35608,Hanover,40.6668,-75.3979,United States,
35609,Chak Thāt,25.7347,86.034,India,
35610,Jigani,12.7861,77.6385,India,
35611,Ostrhauderfehn,53.1167,7.6167,Germany,
35612,Eningen unter Achalm,48.4831,9.2522,Germany,
35613,Naryn,41.1306,72.0806,Kyrgyzstan,
35614,Sunninghill,51.4025,-0.655,United Kingdom,
35615,Sultānpur,23.1381,77.934,India,
35616,Āhiro,24.9192,87.1054,India,
35617,Mendota Heights,44.8815,-93.14,United States,
35618,Hinwil,47.3033,8.8444,Switzerland,0
35619,Schiller Park,41.9586,-87.8693,United States,
35620,Douglas,31.5065,-82.8544,United States,
35621,Santa Clara,44.1154,-123.1344,United States,
35622,Bytča,49.2242,18.5642,Slovakia,0
35623,Chantilly,49.1869,2.4608,France,
35624,Yirol,6.56,30.51,South Sudan,
35625,Tāzhakudi,8.2348,77.4533,India,
35626,Rājpur Kalān,25.6792,84.1259,India,
35627,Udachnyy,66.4,112.3167,Russia,
35628,Guaiçara,-21.6219,-49.7986,Brazil,
35629,Parvatgiri,17.7417,79.7264,India,
35630,Bad Nenndorf,52.3369,9.3786,Germany,
35631,Tulshia,26.3468,87.8411,India,
35632,Capela de Santana,-29.7,-51.325,Brazil,
35633,Lawrenceburg,38.0332,-84.9031,United States,
35634,Murapāka,18.2282,83.7926,India,
35635,Yercaud,11.7794,78.2034,India,
35636,Shuinancun,23.2995,112.3753,China,
35637,Myrtle Grove,34.123,-77.8834,United States,
35638,Pīr Bakrān,32.4689,51.5578,Iran,
35639,La Calamine,50.7,6,Belgium,
35640,Pepperell,42.6713,-71.6043,United States,
35641,Loutráki,37.975,22.9767,Greece,0
35642,Golet,19.239,79.3891,India,
35643,Surinam,-20.5139,57.5111,Mauritius,
35644,Diao’ecun,40.7227,115.8201,China,
35645,Xiaoba,26.7217,106.9236,China,
35646,Tlachichilco,20.6217,-98.1994,Mexico,0
35647,Lyuban,52.7819,28.0525,Belarus,0
35648,Schwaigern,49.1333,9.05,Germany,
35649,De Pinte,51,3.65,Belgium,
35650,Rosario de Mora,13.5833,-89.2167,El Salvador,
35651,Port Morant,17.9,-76.3167,Jamaica,
35652,Tārar,25.1821,87.1671,India,
35653,Sidi Tabet,36.9139,10.0361,Tunisia,
35654,Yelandūr,12.07,77.03,India,
35655,Saint Helena Bay,-32.7583,18.0278,South Africa,
35656,Cocentaina,38.745,-0.4406,Spain,
35657,Esperanza,22.4472,-80.0966,Cuba,
35658,Vernouillet,48.9722,1.9833,France,
35659,Eureka,38.5004,-90.6491,United States,
35660,Huandacareo,19.9906,-101.275,Mexico,0
35661,Alburquerque,9.6104,123.9549,Philippines,
35662,Halavāgalu,14.7083,75.7753,India,
35663,Milattūr,10.8576,79.2394,India,
35664,Jódar,37.8333,-3.35,Spain,
35665,Hallbergmoos,48.3333,11.75,Germany,
35666,Rudersberg,48.8856,9.5281,Germany,
35667,Hidaka,42.4803,142.0743,Japan,
35668,Rothesay,45.3831,-65.9969,Canada,
35669,Mangabe,-16.95,49.3333,Madagascar,
35670,Radnevo,42.3,25.9333,Bulgaria,
35671,Elma,42.8231,-78.6371,United States,
35672,Singapperumālkovil,12.7595,80.0075,India,
35673,Tonse West,13.3968,74.7069,India,
35674,Ionia,42.9773,-85.0727,United States,
35675,Fatehpur,25.3032,87.8623,India,
35676,Port Lavaca,28.6181,-96.6278,United States,
35677,Fortaleza dos Nogueiras,-6.9639,-46.1769,Brazil,
35678,Kamānpur,18.6667,79.5,India,
35679,Ban Mae Tuen,18.01,98.8809,Thailand,
35680,Little Chute,44.2906,-88.3208,United States,
35681,Poulsbo,47.7417,-122.6407,United States,
35682,Kuřim,49.2985,16.5315,Czechia,
35683,Oulad Friha,32.6108,-7.625,Morocco,
35684,Franklin,39.5538,-84.2952,United States,
35685,Center,40.6483,-80.2977,United States,
35686,Lardero,42.4261,-2.4614,Spain,
35687,Annoeullin,50.5294,2.9328,France,
35688,Sagada,17.0842,120.9008,Philippines,
35689,Drawsko Pomorskie,53.5333,15.8,Poland,0
35690,Mala Vyska,48.65,31.6333,Ukraine,0
35691,Auhar Sheikh,26.7216,84.5993,India,
35692,Liberty Lake,47.6686,-117.1036,United States,
35693,Mistelbach,48.5667,16.5667,Austria,0
35694,Tudela,10.636,124.47,Philippines,
35695,Sidi Moussa Ben Ali,33.5594,-7.3817,Morocco,
35696,Ross-Bétio,16.2667,-16.1333,Senegal,
35697,Brock,44.3167,-79.0833,Canada,
35698,Hipperholme,53.7258,-1.812,United Kingdom,
35699,Carver,41.8739,-70.7563,United States,
35700,Kalmiuske,47.6667,38.0667,Ukraine,0
35701,Nzeto,-7.229,12.865,Angola,
35702,Okpo,18.1167,95.6667,Myanmar,
35703,Santa Cruz Itundujia,16.8667,-97.65,Mexico,
35704,Jamaat Shaim,32.35,-8.85,Morocco,
35705,Sahuria,25.8197,86.6132,India,
35706,Ban Bang Toei,14.0656,100.5226,Thailand,
35707,Videle,44.2833,25.5333,Romania,
35708,Anatolí,39.6386,20.8661,Greece,
35709,Khair Khān,26.2727,87.3037,India,
35710,Motīpur,25.8159,86.014,India,
35711,Dautphe,50.8583,8.55,Germany,
35712,Lenvik,69.3836,17.9675,Norway,
35713,Bellmawr,39.8666,-75.0941,United States,
35714,Dumri,25.5263,86.7346,India,
35715,Jaqueira,-8.7269,-35.7928,Brazil,
35716,Möhlin,47.5583,7.8458,Switzerland,
35717,Quebrangulo,-9.3189,-36.4708,Brazil,
35718,Asbury Lake,30.0472,-81.7853,United States,
35719,Spring Lake,35.1843,-78.9962,United States,
35720,Santo Antônio do Jacinto,-16.5339,-40.1758,Brazil,
35721,Lunenburg,42.5897,-71.7199,United States,
35722,Dodvad,15.79,74.75,India,
35723,Chikkārampālaiyam,11.2416,76.9854,India,
35724,Calheta,32.7258,-17.1658,Portugal,
35725,Show Low,34.2671,-110.0384,United States,
35726,Winton,37.3854,-120.6173,United States,
35727,Warden,-27.8539,28.9667,South Africa,
35728,Hlaingbwe,17.1333,97.8333,Myanmar,
35729,Staden,50.975,3.0147,Belgium,
35730,Shāhzādpur,25.6541,86.8709,India,
35731,Oñate,43.0333,-2.4167,Spain,
35732,East Greenwich,39.7903,-75.2396,United States,
35733,Schöningen,52.1333,10.95,Germany,
35734,Chegem Vtoroy,43.5667,43.5833,Russia,
35735,Fuente de Oro,3.4667,-73.6167,Colombia,0
35736,Ulricehamn,57.7833,13.4167,Sweden,0
35737,Sidi Kasem,35.5339,-5.2183,Morocco,
35738,Derdara,35.1103,-5.2872,Morocco,
35739,Qaşr-e Qand,26.2483,60.7525,Iran,
35740,Gravelines,50.9864,2.1275,France,
35741,James Island,32.7353,-79.9394,United States,
35742,La Unión,8.8606,-75.2806,Colombia,0
35743,Lézignan-Corbières,43.2006,2.7578,France,
35744,Summerland,49.6006,-119.6778,Canada,
35745,Den Chai,17.9835,100.0519,Thailand,0
35746,Valpovo,45.6667,18.4167,Croatia,0
35747,Ihumwa,-6.1667,35.8833,Tanzania,
35748,Big Lake,45.3417,-93.7434,United States,
35749,Rāmbilli,17.4644,82.9314,India,
35750,Cadale,2.75,46.3167,Somalia,
35751,Hisar,26.5495,85.9406,India,
35752,Hanover,43.7156,-72.191,United States,
35753,Sīrpanandal,11.9741,79.0428,India,
35754,Santa Lucía,-28.9833,-59.1,Argentina,0
35755,Selsey,50.735,-0.7898,United Kingdom,
35756,Krynica,49.4117,20.955,Poland,
35757,Batemans Bay,-35.7081,150.1744,Australia,
35758,Likhoslavl,57.1333,35.4833,Russia,
35759,Firminópolis,-16.5819,-50.305,Brazil,
35760,Marktheidenfeld,49.85,9.6,Germany,
35761,Gelves,37.3333,-6.0167,Spain,
35762,Kem,64.95,34.5833,Russia,
35763,Ban Saeo,20.2158,100.225,Thailand,
35764,Anuppampattu,13.3018,80.2258,India,
35765,Nauheim,49.9447,8.4548,Germany,
35766,Baghānt,26.1748,86.1705,India,
35767,Bela,24.9689,84.974,India,
35768,Shengping,28.4865,98.913,China,0
35769,Ingelmunster,50.9208,3.2533,Belgium,
35770,Hexham,54.971,-2.101,United Kingdom,
35771,Kurgunta,17.2,77.36,India,
35772,Mortād,18.8167,78.4833,India,
35773,Bāra Khurd,25.2599,85.4325,India,
35774,Okuizumo,35.1973,133.0023,Japan,
35775,Khorramābād,36.7828,50.8722,Iran,
35776,Uchchangidurgam,14.5614,76.0537,India,
35777,Sangrāmpur,25.0711,86.1871,India,
35778,Temamatla,19.2028,-98.87,Mexico,0
35779,Svidník,49.3056,21.5678,Slovakia,0
35780,Barahbatta,25.7727,85.7522,India,
35781,Yellayapālem,14.5378,79.9515,India,
35782,Sursee,47.1667,8.1167,Switzerland,0
35783,’Aïn Roua,36.3344,5.1806,Algeria,
35784,Dzouz,31.89,-7.32,Morocco,
35785,Thanh Xuân,10.2308,106.3253,Vietnam,
35786,Timahdit,33.2369,-5.06,Morocco,
35787,Săcueni,47.3525,22.0914,Romania,
35788,De Panne,51.1019,2.5917,Belgium,
35789,Konanūr,12.6333,76.05,India,
35790,Padre Burgos,10.0333,125.0167,Philippines,0
35791,Ghinda’e,15.45,39.0833,Eritrea,
35792,La Riche,47.3892,0.6606,France,
35793,Caraguatay,-25.2333,-56.8167,Paraguay,
35794,Kuppachchipālaiyam,11.0273,78.1131,India,
35795,Nāgojanahalli,12.357,78.2886,India,
35796,Tadley,51.3506,-1.1376,United Kingdom,
35797,Gandhāri,18.3932,78.1174,India,
35798,Mexico,39.1625,-91.8712,United States,
35799,Ouro Branco,-9.1667,-37.3567,Brazil,
35800,Bannewitz,50.9931,13.7167,Germany,
35801,Usuppūr,11.3815,79.697,India,
35802,Muroto-misakicho,33.29,134.1519,Japan,
35803,Odugattūr,12.7679,78.883,India,
35804,Stollberg,50.7083,12.7783,Germany,
35805,Emmaus,40.5352,-75.4978,United States,
35806,Rāmchandrapur,22.9,88.48,India,
35807,Damonojodi,18.7632,82.9194,India,
35808,Epazoyucan,20.0177,-98.6361,Mexico,0
35809,Risch,47.1411,8.4314,Switzerland,
35810,Werther,52.075,8.4125,Germany,
35811,Ātharga,16.9875,75.8863,India,
35812,Bhagirathpur,24.0912,88.4947,India,
35813,Cranleigh,51.1363,-0.4784,United Kingdom,
35814,Konakondla,15.1053,77.364,India,
35815,Rutesheim,48.8097,8.945,Germany,
35816,Huanian,24.0781,102.201,China,
35817,Simri,26.3825,86.1705,India,
35818,Santa Genoveva de Docordó,4.2586,-77.3675,Colombia,0
35819,Mango,27.9914,-82.307,United States,
35820,Val-des-Monts,45.65,-75.6667,Canada,
35821,Kodmiāl,18.6333,78.9,India,
35822,Adendorf,53.2833,10.45,Germany,
35823,Irmo,34.1018,-81.1956,United States,
35824,Rounia,25.5179,87.3999,India,
35825,Kuttappatti,11.7939,77.9225,India,
35826,Gympie,-26.19,152.6655,Australia,
35827,Recke,52.37,7.7189,Germany,
35828,Ézanville,49.0278,2.3608,France,
35829,Khawaspur,26.2331,84.6388,India,
35830,Vineyard,40.3059,-111.7545,United States,
35831,Comala,19.3208,-103.7603,Mexico,0
35832,Pfastatt,47.7689,7.3017,France,
35833,Leatherhead,51.295,-0.329,United Kingdom,
35834,Konganāpuram,11.571,77.9004,India,
35835,Schönaich,48.6569,9.0628,Germany,
35836,Mallagunta,12.6343,78.5194,India,
35837,Trostberg an der Alz,48.0167,12.55,Germany,
35838,Sheron,30.1582,75.7178,India,
35839,Koch,24.9259,84.7724,India,
35840,Bharhopur,25.9488,84.5274,India,
35841,Elizabethtown,40.1533,-76.599,United States,
35842,Patterson,41.4849,-73.5921,United States,
35843,Navarro,-35.0167,-59.2667,Argentina,0
35844,Greensburg,39.3518,-85.5028,United States,
35845,Bek-Abad,40.8472,72.975,Kyrgyzstan,
35846,Babhniyāwān,25.4943,84.4815,India,
35847,Tawnza,32.0944,-6.6025,Morocco,
35848,Masakkavundanchettipālaiyam,11.1473,77.0756,India,
35849,Bora,23.6585,76.8112,India,
35850,Middle Valley,35.1877,-85.1959,United States,
35851,Yuasa,34.0294,135.1903,Japan,
35852,Bouabout,31.2667,-9.1833,Morocco,
35853,Gustavsberg,59.3333,18.3833,Sweden,0
35854,Taché,49.7081,-96.6736,Canada,
35855,Kaniyūr,11.093,77.156,India,
35856,Luathaha,26.6316,84.9079,India,
35857,Chettimangurichchi,11.6393,77.8557,India,
35858,Phanat Nikhom,13.4458,101.1844,Thailand,0
35859,Satuek,15.3008,103.3013,Thailand,0
35860,Grobbendonk,51.2,4.7167,Belgium,
35861,Puerto Suárez,-18.9667,-57.7981,Bolivia,
35862,Severnyy,67.6083,64.1233,Russia,
35863,Itārhi,25.4832,84.0129,India,
35864,Angicos,-5.6658,-36.6008,Brazil,
35865,Salaya,13.8023,100.3208,Thailand,0
35866,Barni,25.3484,85.0594,India,
35867,Shankarpalli,17.4523,78.131,India,
35868,Whitchurch,51.4064,-2.5594,United Kingdom,
35869,Pāta Ellamilli,16.8473,81.4884,India,
35870,Maxéville,48.7114,6.1631,France,
35871,Estiva Gerbi,-22.2708,-46.945,Brazil,
35872,Kovūrupalli,14.7772,79.9999,India,
35873,Kirchhundem,51.1,8.0833,Germany,
35874,Kadūr Sāhib,31.4239,75.0978,India,
35875,Lantana,33.0926,-97.1214,United States,
35876,Douar Trougout,35.18,-3.77,Morocco,
35877,Chassieu,45.7444,4.9664,France,
35878,Bad Schwalbach,50.1333,8.0667,Germany,0
35879,Ciechocinek,52.8833,18.7833,Poland,
35880,Mogilno,52.65,17.95,Poland,0
35881,Ferreiros,-7.4478,-35.2439,Brazil,
35882,Wittingen,52.7167,10.7333,Germany,
35883,Valdivia,7.289,-75.398,Colombia,
35884,Esil,51.9556,66.4042,Kazakhstan,0
35885,Tagami,37.6988,139.058,Japan,
35886,Sevilla,9.7,124.05,Philippines,
35887,Bārīgarh,25.2325,80.0347,India,
35888,Narasingam,9.9658,78.1833,India,
35889,Oskaloosa,41.2922,-92.6404,United States,
35890,Miami Shores,25.867,-80.1779,United States,
35891,Maurilândia,-17.9708,-50.3389,Brazil,
35892,Omaruru,-21.4333,15.9333,Namibia,
35893,Nettanige,12.6101,75.172,India,
35894,Kin,26.4562,127.926,Japan,
35895,Rheinau,48.6678,7.9347,Germany,
35896,Kenzhe,43.4911,43.5528,Russia,
35897,Riorges,46.0428,4.0406,France,
35898,Cadolzburg,49.45,10.8667,Germany,
35899,Malkanūr,18.0821,79.3628,India,
35900,Diamond Springs,38.692,-120.8391,United States,
35901,Pedro Afonso,-8.9678,-48.175,Brazil,
35902,Nyazepetrovsk,56.05,59.6,Russia,
35903,Kaboua,8.25,2.6833,Benin,
35904,Cholpon-Ata,42.65,77.0833,Kyrgyzstan,0
35905,Wambrechies,50.6853,3.0486,France,
35906,Kamalāpuram,18.2925,80.4608,India,
35907,Hasbergen,52.2167,7.9167,Germany,
35908,Masinigudi,11.5683,76.6409,India,
35909,Mutlūru,16.15,80.4833,India,
35910,Higashiizu,34.7667,139.0333,Japan,
35911,Alto Garças,-16.9439,-53.5278,Brazil,
35912,Wakefield,38.823,-77.2406,United States,
35913,Chintakunta,14.6466,78.4696,India,
35914,Sebastião Laranjeiras,-14.5728,-42.94,Brazil,
35915,Plankstadt,49.3933,8.5942,Germany,
35916,Bochaha,25.5675,85.7393,India,
35917,Matulji,45.3667,14.3167,Croatia,0
35918,Bhattiprolu,16.1,80.78,India,
35919,Kulgo,24.0154,85.9743,India,
35920,Buzhum,40.01,70.83,Kyrgyzstan,0
35921,Bondoufle,48.6133,2.3806,France,
35922,Bath,42.3219,-77.3083,United States,
35923,Norfolk,42.1163,-71.3295,United States,
35924,Sant Joan de Vilatorrada,41.7456,1.8056,Spain,
35925,Sonbāri,24.2286,80.7902,India,
35926,Utiel,39.5672,-1.2067,Spain,
35927,Kuriyama,43.0563,141.7843,Japan,
35928,Grosse Pointe Park,42.3794,-82.9287,United States,
35929,Saint-Hilaire-de-Riez,46.7211,-1.9456,France,
35930,Moyamba,8.1606,-12.4333,Sierra Leone,
35931,Villerupt,49.4697,5.9286,France,
35932,Box Elder,44.112,-103.0818,United States,
35933,Chorrochó,-8.98,-39.0939,Brazil,
35934,San Carlos de Guaroa,3.7111,-73.2425,Colombia,0
35935,Areal,-22.2308,-43.1058,Brazil,
35936,Morgan City,29.7041,-91.192,United States,
35937,Fatehpur,24.6297,85.2249,India,
35938,Pirangi,-21.0914,-48.6578,Brazil,
35939,Yuncos,40.0833,-3.8667,Spain,
35940,San Lázaro,-22.1083,-57.97,Paraguay,
35941,Zvenigovo,55.9833,48.0167,Russia,
35942,Ilicínia,-20.9358,-45.8328,Brazil,
35943,Campo do Meio,-21.1069,-45.83,Brazil,
35944,Panazol,45.8389,1.31,France,
35945,New Baltimore,38.7495,-77.7151,United States,
35946,Lokhvytsya,50.361,33.2652,Ukraine,0
35947,Dhorgaon,25.9545,86.8933,India,
35948,Belém de Maria,-8.6139,-35.8089,Brazil,
35949,Guayabal,4.9633,-74.9056,Colombia,0
35950,Lantana,26.5834,-80.0564,United States,
35951,Kapaa,22.091,-159.3521,United States,
35952,Karlsdorf-Neuthard,49.1364,8.5439,Germany,
35953,Cherdakly,54.3594,48.845,Russia,
35954,Welzheim,48.8747,9.6344,Germany,
35955,Lakeville,41.831,-70.9594,United States,
35956,Myronivka,49.65,30.9833,Ukraine,0
35957,Târgu Ocna,46.28,26.62,Romania,
35958,Rothenburg ob der Tauber,49.3833,10.1833,Germany,
35959,Coronel Dorrego,-38.7,-61.2667,Argentina,0
35960,Dobbs Ferry,41.0127,-73.8697,United States,
35961,Holíč,48.8122,17.1606,Slovakia,
35962,Newtown,52.5132,-3.3141,United Kingdom,
35963,Māshyāl,17.3226,76.2407,India,
35964,Uničov,49.7709,17.1215,Czechia,
35965,Zierikzee,51.6497,3.9164,Netherlands,0
35966,Dammartin-en-Goële,49.0542,2.6814,France,
35967,Balve,51.3333,7.8667,Germany,
35968,Sidéradougou,10.6876,-4.2627,Burkina Faso,
35969,Lençóis,-12.5628,-41.39,Brazil,
35970,Beclean,47.1797,24.1797,Romania,
35971,Divinolândia,-21.6614,-46.7392,Brazil,
35972,Yakymivka,46.6977,35.1554,Ukraine,0
35973,Minnehaha,45.6577,-122.6204,United States,
35974,Gohuma Bairia,26.3938,86.3976,India,
35975,Vermillion,42.7811,-96.9256,United States,
35976,Crikvenica,45.1833,14.7,Croatia,0
35977,Lutry,46.5,6.6833,Switzerland,
35978,Gig Harbor,47.3352,-122.5964,United States,
35979,Lovington,32.9128,-103.3276,United States,
35980,Poldasht,39.3475,45.0678,Iran,0
35981,Leon Valley,29.4954,-98.6143,United States,
35982,Burhia Dhanghatta,25.9004,87.2852,India,
35983,Sociedad,13.7,-88.0167,El Salvador,
35984,Māli,25.1269,84.7084,India,
35985,Lenzburg,47.3833,8.1833,Switzerland,
35986,Amnéville,49.2608,6.1419,France,
35987,Buriti do Tocantins,-5.3158,-48.2289,Brazil,
35988,Dalāwarpur,26.3466,84.9581,India,
35989,Mānikpur,25.3129,87.4388,India,
35990,Muquém de São Francisco,-12.065,-43.5489,Brazil,
35991,Kīlrājakularāman,9.3969,77.6344,India,
35992,El Khemis des Beni Chegdal,32.4441,-6.9551,Morocco,
35993,Er Regueb,34.8667,9.7833,Tunisia,
35994,Tibau do Sul,-6.1869,-35.0919,Brazil,
35995,Jādupatti,26.1186,86.3114,India,
35996,Konen Agrahār,12.8574,77.664,India,
35997,Aginskoye,51.1031,114.5228,Russia,
35998,Baldock,51.99,-0.19,United Kingdom,
35999,Ochsenfurt,49.65,10.0667,Germany,
